source,target,coef_mean,coef_abs,p,X.logp,score,celltype,goi,cell_type
THRB,FOXN2,-0.028447706,0.028447706,1.7349787528207193e-16,15.760705839368335,15.760705839368335,PN_dev,THRB,L2-3_CUX2
THRB,DLGAP1-AS5,0.02806768,0.02806768,1.6851615815418633e-06,5.773358450515142,5.773358450515142,PN_dev,THRB,L2-3_CUX2
THRB,IER2,0.027445188,0.027445188,5.816730307430639e-16,15.23532107178869,15.23532107178869,PN_dev,THRB,L2-3_CUX2
THRA,GPR156,-0.06945951,0.06945951,2.4889884523588467e-12,11.603977118292358,11.603977118292358,L2-3_CUX2,THRA,L2-3_CUX2
THRA,PRKG2,-0.06911667,0.06911667,8.751550072041495e-13,12.057915018050458,12.057915018050458,L2-3_CUX2,THRA,L2-3_CUX2
THRA,EIF1B,0.059391547,0.059391547,3.72835397748852e-07,6.428482861561616,6.428482861561616,L2-3_CUX2,THRA,L2-3_CUX2
THRA,EIF1B,0.10958338,0.10958338,1.0309585324410596e-15,14.986758802703104,14.986758802703104,L4_RORB,THRA,L2-3_CUX2
THRA,SNTG1,0.060753565,0.060753565,0.00010763795963945735,3.9680345432171205,3.9680345432171205,L4_RORB,THRA,L2-3_CUX2
THRA,PDE1A,0.06066078,0.06066078,1.7654413238078966e-06,5.753146712068552,5.753146712068552,L5-6_THEMIS,THRA,L2-3_CUX2
THRA,EIF1B,0.04861363,0.04861363,4.825271661197319e-10,9.316478230996305,9.316478230996305,L5-6_THEMIS,THRA,L2-3_CUX2
THRA,AQP4-AS1,-0.052993614,0.052993614,3.8724614701952366e-07,6.412012894644248,6.412012894644248,L5-6_TLE4,THRA,L2-3_CUX2
THRA,EIF1B,0.04873941,0.04873941,4.655612859918819e-12,11.332023140856316,11.332023140856316,L5-6_TLE4,THRA,L2-3_CUX2
THRA,PRKG2,-0.03869407,0.03869407,9.416438660001836e-08,7.026113318305997,7.026113318305997,L5-6_TLE4,THRA,L2-3_CUX2
THRA,SNTG1,0.08493113,0.08493113,1.5807883806945288e-10,9.801126264949511,9.801126264949511,PN_dev,THRA,L2-3_CUX2
THRA,LINC00693,0.07489162,0.07489162,2.3580236155091553e-13,12.627451849777843,12.627451849777843,PN_dev,THRA,L2-3_CUX2
THRA,PDE1A,0.04099828,0.04099828,7.355576723921976e-05,4.1333832701563695,4.1333832701563695,PN_dev,THRA,L2-3_CUX2
THRA,RARRES1,0.040562686,0.040562686,2.069436136008664e-14,13.684147971634324,13.684147971634324,PN_dev,THRA,L2-3_CUX2
THRA,EIF1B,0.036385793,0.036385793,3.388827690034973e-10,9.46995051294765,9.46995051294765,PN_dev,THRA,L2-3_CUX2
THRA,FAM107B,0.029455706,0.029455706,1.6261670825985179e-18,17.788834834312283,17.788834834312283,PN_dev,THRA,L2-3_CUX2
THRA,GPC2,0.028509235,0.028509235,1.437866989650557e-11,10.842281286646134,10.842281286646134,PN_dev,THRA,L2-3_CUX2
AHR,KCNH1,0.39423054,0.39423054,3.39842662956895e-09,8.468722101853919,8.468722101853919,L2-3_CUX2,AHR,L4_RORB
AHR,UNC5C,0.26981768,0.26981768,3.5429296447705983e-15,14.450637471768228,14.450637471768228,L2-3_CUX2,AHR,L4_RORB
AHR,PDZD2,0.24536934,0.24536934,5.6226921655457385e-14,13.250055692849205,13.250055692849205,L2-3_CUX2,AHR,L4_RORB
AHR,KIAA1217,0.17789899,0.17789899,1.573018742846305e-10,9.803266102636579,9.803266102636579,L2-3_CUX2,AHR,L4_RORB
AHR,TRHDE,0.17218988,0.17218988,4.078440631452984e-18,17.389505855195736,17.389505855195736,L2-3_CUX2,AHR,L4_RORB
AHR,COBL,0.1478179,0.1478179,8.568457029099134e-10,9.067097376919167,9.067097376919167,L2-3_CUX2,AHR,L4_RORB
AHR,PCDH9,0.14611222,0.14611222,2.941847679673819e-10,9.531379817532924,9.531379817532924,L2-3_CUX2,AHR,L4_RORB
AHR,SORCS3,0.13833128,0.13833128,5.052594227435706e-10,9.2964855784413,9.2964855784413,L2-3_CUX2,AHR,L4_RORB
AHR,SAMD12,0.13824901,0.13824901,1.1072872752595809e-11,10.955739690887807,10.955739690887807,L2-3_CUX2,AHR,L4_RORB
AHR,OXR1,0.11108915,0.11108915,3.403523404576958e-08,7.46807125859143,7.46807125859143,L2-3_CUX2,AHR,L4_RORB
AHR,MAML3,0.09824179,0.09824179,1.2774046829967046e-06,5.893671496040959,5.893671496040959,L2-3_CUX2,AHR,L4_RORB
AHR,STPG2,0.088739514,0.088739514,4.996747025445836e-31,30.301312637396318,30.301312637396318,L2-3_CUX2,AHR,L4_RORB
AHR,THRB,0.08744651,0.08744651,5.50326073686618e-09,8.259379910430772,8.259379910430772,L2-3_CUX2,AHR,L4_RORB
AHR,FSTL5,0.08348462,0.08348462,0.0004889619556597904,3.3107249304260313,3.3107249304260313,L2-3_CUX2,AHR,L4_RORB
AHR,TOX3,-0.07236324,0.07236324,8.335533209118012e-10,9.079066613907848,9.079066613907848,L2-3_CUX2,AHR,L4_RORB
AHR,LMO3,0.06559495,0.06559495,3.041823310852886e-12,11.516866016236406,11.516866016236406,L2-3_CUX2,AHR,L4_RORB
AHR,NR3C1,0.06285002,0.06285002,9.193556229950879e-06,5.036516463336952,5.036516463336952,L2-3_CUX2,AHR,L4_RORB
AHR,GSTCD,0.059553742,0.059553742,9.761896471599376e-12,11.010465802503257,11.010465802503257,L2-3_CUX2,AHR,L4_RORB
AHR,PHACTR2,0.058719806,0.058719806,2.865195028766742e-06,5.542845811031859,5.542845811031859,L2-3_CUX2,AHR,L4_RORB
AHR,CSRP2,-0.054608915,0.054608915,5.228255102901597e-05,4.28164322998982,4.28164322998982,L2-3_CUX2,AHR,L4_RORB
AHR,LHFPL3,0.053594097,0.053594097,8.578811681679939e-11,10.066572865511509,10.066572865511509,L2-3_CUX2,AHR,L4_RORB
AHR,SNTG2,0.04529046,0.04529046,9.996548938026738e-05,4.000149903584986,4.000149903584986,L2-3_CUX2,AHR,L4_RORB
AHR,CENPP,0.04489982,0.04489982,6.168676341403238e-12,11.209808015755383,11.209808015755383,L2-3_CUX2,AHR,L4_RORB
AHR,RARB,0.105759636,0.105759636,1.966711017326858e-12,11.706259449333546,11.706259449333546,L4_RORB,AHR,L4_RORB
AHR,UNC5C,0.08550606,0.08550606,3.942855019495093e-13,12.404189191831383,12.404189191831383,L4_RORB,AHR,L4_RORB
AHR,SAMD12,0.08300686,0.08300686,4.967339446223782e-16,15.303876161207763,15.303876161207763,L4_RORB,AHR,L4_RORB
AHR,OXR1,0.08286855,0.08286855,6.240896241435037e-14,13.204753037759897,13.204753037759897,L4_RORB,AHR,L4_RORB
AHR,ABI3BP,-0.072524376,0.072524376,3.013612408409778e-08,7.520912604613655,7.520912604613655,L4_RORB,AHR,L4_RORB
AHR,KCNH1,0.06892467,0.06892467,4.637220033419696e-06,5.333742296592257,5.333742296592257,L4_RORB,AHR,L4_RORB
AHR,PHACTR2,0.051903628,0.051903628,9.735094165589442e-08,7.011659843281279,7.011659843281279,L4_RORB,AHR,L4_RORB
AHR,COBL,0.051874287,0.051874287,2.6695591634361054e-10,9.573560449756773,9.573560449756773,L4_RORB,AHR,L4_RORB
AHR,INPP4B,0.050984543,0.050984543,2.2312296831450486e-08,7.651455721070641,7.651455721070641,L4_RORB,AHR,L4_RORB
AHR,PCDH9,0.04752535,0.04752535,1.4903784242138986e-08,7.826703445224449,7.826703445224449,L4_RORB,AHR,L4_RORB
AHR,THRB,0.04458793,0.04458793,2.155111417006267e-11,10.666530272352349,10.666530272352349,L4_RORB,AHR,L4_RORB
AHR,NR3C1,0.04433145,0.04433145,8.557131698859386e-13,12.067671783933605,12.067671783933605,L4_RORB,AHR,L4_RORB
AHR,UNC5C,0.18099417,0.18099417,3.0070230762211093e-15,14.521863239063753,14.521863239063753,L5-6_THEMIS,AHR,L4_RORB
AHR,SAMD12,0.114521466,0.114521466,5.797016389213929e-08,7.236795471798435,7.236795471798435,L5-6_THEMIS,AHR,L4_RORB
AHR,INPP4B,0.08747304,0.08747304,1.7854814116783826e-07,6.748244666808375,6.748244666808375,L5-6_THEMIS,AHR,L4_RORB
AHR,KIAA1217,-0.081347845,0.081347845,1.570258473175951e-06,5.8040288544476075,5.8040288544476075,L5-6_THEMIS,AHR,L4_RORB
AHR,OXR1,0.07958103,0.07958103,1.642806101593384e-11,10.784413692789766,10.784413692789766,L5-6_THEMIS,AHR,L4_RORB
AHR,PCDH9,0.068952985,0.068952985,4.800335810446832e-05,4.318728380223846,4.318728380223846,L5-6_THEMIS,AHR,L4_RORB
AHR,TRHDE,0.05977818,0.05977818,6.231898483688922e-07,6.205379629843325,6.205379629843325,L5-6_THEMIS,AHR,L4_RORB
AHR,PDZD2,0.052509833,0.052509833,5.478860755718519e-06,5.261309736942828,5.261309736942828,L5-6_THEMIS,AHR,L4_RORB
AHR,LPAR2,-0.050566357,0.050566357,1.430761706394946e-14,13.844432692037131,13.844432692037131,L5-6_THEMIS,AHR,L4_RORB
AHR,PHACTR2,0.044218857,0.044218857,1.08926629504213e-10,9.962865934450326,9.962865934450326,L5-6_THEMIS,AHR,L4_RORB
AHR,TOX3,-0.0429593,0.0429593,1.0017300822704722e-13,12.9992492840298,12.9992492840298,L5-6_THEMIS,AHR,L4_RORB
AHR,MAML3,-0.04254105,0.04254105,7.040948946807762e-07,6.152368804694677,6.152368804694677,L5-6_THEMIS,AHR,L4_RORB
AHR,LHFPL3,-0.041903522,0.041903522,4.108501518284467e-08,7.386316548198099,7.386316548198099,L5-6_THEMIS,AHR,L4_RORB
AHR,COBL,0.040330928,0.040330928,0.00014360509763538385,3.842830143411101,3.842830143411101,L5-6_THEMIS,AHR,L4_RORB
AHR,KIAA1217,0.20333253,0.20333253,4.6244513445893414e-07,6.334939785552339,6.334939785552339,L5-6_TLE4,AHR,L4_RORB
AHR,ABI3BP,0.12382858,0.12382858,2.9996965448821497e-06,5.522922677129995,5.522922677129995,L5-6_TLE4,AHR,L4_RORB
AHR,CAMK2D,0.097978726,0.097978726,3.608573748223014e-07,6.442664414623096,6.442664414623096,L5-6_TLE4,AHR,L4_RORB
AHR,SAMD12,0.06698991,0.06698991,3.024821595572999e-06,5.519300235009212,5.519300235009212,L5-6_TLE4,AHR,L4_RORB
AHR,PCDH9,0.0642164,0.0642164,2.100474850126966e-08,7.6776825140862215,7.6776825140862215,L5-6_TLE4,AHR,L4_RORB
AHR,INPP4B,0.063957565,0.063957565,6.26614556583016e-11,10.202999520449767,10.202999520449767,L5-6_TLE4,AHR,L4_RORB
AHR,TRHDE,0.054499686,0.054499686,6.681392055578309e-14,13.175133043651385,13.175133043651385,L5-6_TLE4,AHR,L4_RORB
AHR,PLCB4,0.049735386,0.049735386,3.1498780454904753e-09,8.501706260558281,8.501706260558281,L5-6_TLE4,AHR,L4_RORB
AHR,MCC,0.04540499,0.04540499,7.652646118568084e-09,8.116188369292603,8.116188369292603,L5-6_TLE4,AHR,L4_RORB
AHR,OXR1,0.04452541,0.04452541,9.479433286258327e-05,4.02321762553194,4.02321762553194,L5-6_TLE4,AHR,L4_RORB
AHR,CSRP2,-0.042440753,0.042440753,6.894312949108444e-06,5.161509006830859,5.161509006830859,L5-6_TLE4,AHR,L4_RORB
AHR,LHFPL3,0.042328037,0.042328037,1.3805334241987507e-07,6.859953074161006,6.859953074161006,L5-6_TLE4,AHR,L4_RORB
AHR,PDZD2,0.04185826,0.04185826,3.107665483154378e-08,7.507565735893956,7.507565735893956,L5-6_TLE4,AHR,L4_RORB
AHR,SNTG2,0.03959086,0.03959086,3.2085802641544824e-05,4.493687092154812,4.493687092154812,L5-6_TLE4,AHR,L4_RORB
AHR,UNC5C,0.19184212,0.19184212,1.1331673987582313e-12,11.945705928630133,11.945705928630133,PN_dev,AHR,L4_RORB
AHR,TRHDE,0.09261794,0.09261794,5.748675618540414e-20,19.24043219666843,19.24043219666843,PN_dev,AHR,L4_RORB
AHR,TOX3,-0.06508185,0.06508185,1.6897840177548418e-13,12.772168801831056,12.772168801831056,PN_dev,AHR,L4_RORB
AHR,MAML3,0.055072673,0.055072673,2.756086617459142e-10,9.559707137673911,9.559707137673911,PN_dev,AHR,L4_RORB
AHR,COBL,-0.05067146,0.05067146,1.2616433452342637e-09,8.899063398727439,8.899063398727439,PN_dev,AHR,L4_RORB
AHR,TRPC7,0.048731677,0.048731677,2.3380919684101322e-15,14.631138409946002,14.631138409946002,PN_dev,AHR,L4_RORB
AHR,PCDH9,-0.040860273,0.040860273,2.1997853846589407e-05,4.657619687725474,4.657619687725474,PN_dev,AHR,L4_RORB
AHR,CACHD1,0.039318405,0.039318405,1.138735985864296e-13,12.94357695473838,12.94357695473838,PN_dev,AHR,L4_RORB
AHR,OXR1,0.038936917,0.038936917,1.8357949918563865e-12,11.736175819254962,11.736175819254962,PN_dev,AHR,L4_RORB
AHR,THRB,-0.036350045,0.036350045,3.4158472897560124e-06,5.466501553292975,5.466501553292975,PN_dev,AHR,L4_RORB
AHR,HUNK,0.036206916,0.036206916,2.3123828758117604e-07,6.635940255422159,6.635940255422159,PN_dev,AHR,L4_RORB
AHR,LPL,-0.035877366,0.035877366,0.0003915117766672929,3.407255169839251,3.407255169839251,PN_dev,AHR,L4_RORB
AHR,FSTL5,-0.035470605,0.035470605,3.826997593625953e-05,4.417141810855014,4.417141810855014,PN_dev,AHR,L4_RORB
AHR,NRG1,-0.034040965,0.034040965,6.176321403310478e-08,7.209270112275249,7.209270112275249,PN_dev,AHR,L4_RORB
AHR,SAMD12,0.029889982,0.029889982,1.8934296930640266e-10,9.722750816490459,9.722750816490459,PN_dev,AHR,L4_RORB
AHR,ELMO1,0.029564608,0.029564608,8.779403036931207e-09,8.056535013317212,8.056535013317212,PN_dev,AHR,L4_RORB
AHR,CNTLN,0.029415175,0.029415175,2.296458017075333e-11,10.638941489771065,10.638941489771065,PN_dev,AHR,L4_RORB
AHR,GPR85,0.02801777,0.02801777,9.530918575243438e-10,9.020865240711665,9.020865240711665,PN_dev,AHR,L4_RORB
AHR,ABI3BP,0.027299345,0.027299345,7.966267756077579e-06,5.098745100508573,5.098745100508573,PN_dev,AHR,L4_RORB
ARNT,SLC38A2,0.08589145,0.08589145,7.595521710671093e-13,12.119442390559055,12.119442390559055,L2-3_CUX2,ARNT,L4_RORB
ARNT,SLC35F3,-0.08563153,0.08563153,3.1091581655363923e-08,7.507357184462925,7.507357184462925,L2-3_CUX2,ARNT,L4_RORB
ARNT,PDZD2,-0.08255066,0.08255066,5.9154472181241015e-06,5.228012416374772,5.228012416374772,L2-3_CUX2,ARNT,L4_RORB
ARNT,TRIM9,0.0803831,0.0803831,1.05791139196661e-05,4.97555070620583,4.97555070620583,L2-3_CUX2,ARNT,L4_RORB
ARNT,MAML3,0.07788105,0.07788105,3.756696720580047e-07,6.425193864264542,6.425193864264542,L2-3_CUX2,ARNT,L4_RORB
ARNT,GALNT13,0.071474746,0.071474746,1.8799112599635915e-11,10.725862650852136,10.725862650852136,L2-3_CUX2,ARNT,L4_RORB
ARNT,VASH2,0.07014704,0.07014704,3.0129801579576082e-15,14.52100372837241,14.52100372837241,L2-3_CUX2,ARNT,L4_RORB
ARNT,EPB41L4B,0.06682065,0.06682065,3.8332465357421085e-08,7.416433248142143,7.416433248142143,L2-3_CUX2,ARNT,L4_RORB
ARNT,IGF2BP3,0.061055716,0.061055716,1.208500898446476e-07,6.917753022384836,6.917753022384836,L2-3_CUX2,ARNT,L4_RORB
ARNT,KCNAB1,0.05744153,0.05744153,6.409962300006889e-13,12.193144524763106,12.193144524763106,L2-3_CUX2,ARNT,L4_RORB
ARNT,CECR2,0.05568783,0.05568783,2.2001170358532802e-06,5.65755421614446,5.65755421614446,L2-3_CUX2,ARNT,L4_RORB
ARNT,CSRP2,0.050508175,0.050508175,3.0478010583145896e-09,8.516013384476775,8.516013384476775,L2-3_CUX2,ARNT,L4_RORB
ARNT,ZNF385D,-0.047312297,0.047312297,2.6352546611132885e-16,15.579177409835799,15.579177409835799,L2-3_CUX2,ARNT,L4_RORB
ARNT,CSMD1,0.045019582,0.045019582,0.0006510600431331337,3.186378957362793,3.186378957362793,L2-3_CUX2,ARNT,L4_RORB
ARNT,SEMA3C,0.042903535,0.042903535,1.4772935023975888e-07,6.830533212332863,6.830533212332863,L2-3_CUX2,ARNT,L4_RORB
ARNT,TRIM9,0.061927572,0.061927572,3.7255240513210874e-10,9.428812628529364,9.428812628529364,L4_RORB,ARNT,L4_RORB
ARNT,VASH2,0.058037333,0.058037333,2.940658986727089e-14,13.531555335496183,13.531555335496183,L4_RORB,ARNT,L4_RORB
ARNT,GALNT13,0.056806188,0.056806188,1.519808897352707e-22,21.81821101734662,21.81821101734662,L4_RORB,ARNT,L4_RORB
ARNT,INSIG1,0.05196119,0.05196119,2.9728445527524376e-20,19.52682779905165,19.52682779905165,L4_RORB,ARNT,L4_RORB
ARNT,PDZD2,-0.051013153,0.051013153,1.2683849213029196e-07,6.8967489295540165,6.8967489295540165,L4_RORB,ARNT,L4_RORB
ARNT,SLC35F3,-0.046814434,0.046814434,1.1542314142567058e-14,13.937707109846556,13.937707109846556,L4_RORB,ARNT,L4_RORB
ARNT,SEMA3C,0.043869488,0.043869488,2.0359394852252358e-08,7.691235134794676,7.691235134794676,L4_RORB,ARNT,L4_RORB
ARNT,IGF2BP2,0.043348413,0.043348413,1.0618294557356815e-06,5.973945231258913,5.973945231258913,L4_RORB,ARNT,L4_RORB
ARNT,ST6GALNAC3,0.042460997,0.042460997,8.244839758380596e-14,13.083817780617078,13.083817780617078,L4_RORB,ARNT,L4_RORB
ARNT,GALNT13,0.07739046,0.07739046,1.253206940917656e-15,14.901977208432935,14.901977208432935,L5-6_THEMIS,ARNT,L4_RORB
ARNT,MAGI1,0.07258109,0.07258109,7.956779948709663e-05,4.099262652543747,4.099262652543747,L5-6_THEMIS,ARNT,L4_RORB
ARNT,SLC35F3,-0.068377696,0.068377696,4.032825659731617e-08,7.394390552267883,7.394390552267883,L5-6_THEMIS,ARNT,L4_RORB
ARNT,ZNF385D,0.06242268,0.06242268,2.0490597564974424e-09,8.68844537613337,8.68844537613337,L5-6_THEMIS,ARNT,L4_RORB
ARNT,CSRP2,0.057254326,0.057254326,2.4227815443929094e-13,12.615685743246662,12.615685743246662,L5-6_THEMIS,ARNT,L4_RORB
ARNT,SEMA3C,0.051762942,0.051762942,3.5855456912899043e-06,5.445444738829913,5.445444738829913,L5-6_THEMIS,ARNT,L4_RORB
ARNT,ZNF804B,0.04899926,0.04899926,7.839903308851536e-09,8.10568929352617,8.10568929352617,L5-6_THEMIS,ARNT,L4_RORB
ARNT,MAML3,0.045605138,0.045605138,3.544935793402285e-10,9.450391626439622,9.450391626439622,L5-6_THEMIS,ARNT,L4_RORB
ARNT,SLC38A2,0.044210944,0.044210944,8.83974654791456e-11,10.053560186844406,10.053560186844406,L5-6_THEMIS,ARNT,L4_RORB
ARNT,IGF2BP3,0.03990783,0.03990783,2.2022546935840036e-05,4.657132455744988,4.657132455744988,L5-6_THEMIS,ARNT,L4_RORB
ARNT,VASH2,0.03860954,0.03860954,1.8826061267535443e-15,14.725240532277692,14.725240532277692,L5-6_THEMIS,ARNT,L4_RORB
ARNT,SLC35F3,0.08403923,0.08403923,2.4677299319537467e-11,10.607702371170417,10.607702371170417,L5-6_TLE4,ARNT,L4_RORB
ARNT,POU6F2,-0.07745812,0.07745812,1.790425626241525e-11,10.74704371474354,10.74704371474354,L5-6_TLE4,ARNT,L4_RORB
ARNT,SLC38A2,0.062110227,0.062110227,1.1707174844191604e-12,11.931547895500557,11.931547895500557,L5-6_TLE4,ARNT,L4_RORB
ARNT,CSRP2,0.05588946,0.05588946,3.911475783800826e-11,10.407659354154816,10.407659354154816,L5-6_TLE4,ARNT,L4_RORB
ARNT,ENC1,-0.048785754,0.048785754,4.854029095968288e-15,14.313897624753034,14.313897624753034,L5-6_TLE4,ARNT,L4_RORB
ARNT,BCL11B,-0.04506548,0.04506548,0.0008086463444475945,3.092241372375222,3.092241372375222,L5-6_TLE4,ARNT,L4_RORB
ARNT,PDZD2,0.044302918,0.044302918,2.719802367351189e-10,9.565462652541965,9.565462652541965,L5-6_TLE4,ARNT,L4_RORB
ARNT,MAGI1,0.043901496,0.043901496,0.0009131485962637013,3.039458544167526,3.039458544167526,L5-6_TLE4,ARNT,L4_RORB
ARNT,TRIM9,0.043707017,0.043707017,1.616591330423898e-10,9.79139975459794,9.79139975459794,L5-6_TLE4,ARNT,L4_RORB
ARNT,ZNF804B,0.03795725,0.03795725,2.4550485430098817e-06,5.609939916268956,5.609939916268956,L5-6_TLE4,ARNT,L4_RORB
ARNT,MAGI1,0.09592182,0.09592182,4.2589166650799215e-13,12.370700857754386,12.370700857754386,PN_dev,ARNT,L4_RORB
ARNT,ZNF804B,0.07121626,0.07121626,6.6174574649317396e-15,14.179308841534707,14.179308841534707,PN_dev,ARNT,L4_RORB
ARNT,OPCML,0.06396157,0.06396157,1.6892883852547266e-09,8.772296203931823,8.772296203931823,PN_dev,ARNT,L4_RORB
ARNT,ZNF385D,0.053288706,0.053288706,1.5470511791336772e-12,11.810495318848991,11.810495318848991,PN_dev,ARNT,L4_RORB
ARNT,BCL11B,0.050572015,0.050572015,8.646930651522333e-12,11.063138024056869,11.063138024056869,PN_dev,ARNT,L4_RORB
ARNT,SLC38A2,0.045720477,0.045720477,1.5951926143281285e-15,14.797186869792176,14.797186869792176,PN_dev,ARNT,L4_RORB
ARNT,NTRK2,0.040883943,0.040883943,2.6281262727337863e-12,11.580353772204324,11.580353772204324,PN_dev,ARNT,L4_RORB
ARNT,ST6GALNAC3,0.035231024,0.035231024,1.1258001872976982e-07,6.9485386834228855,6.9485386834228855,PN_dev,ARNT,L4_RORB
ARNT,UNC5D,0.033203203,0.033203203,0.00037956240013182737,3.4207168158022947,3.4207168158022947,PN_dev,ARNT,L4_RORB
ARNT,KCNAB1,0.033144195,0.033144195,3.875021164780387e-09,8.411725921100322,8.411725921100322,PN_dev,ARNT,L4_RORB
ARNT,PDZD2,0.033093717,0.033093717,5.583198588875636e-05,4.253116924447799,4.253116924447799,PN_dev,ARNT,L4_RORB
ARNT,SEMA3C,0.032368526,0.032368526,6.160927855134322e-05,4.2103538767934285,4.2103538767934285,PN_dev,ARNT,L4_RORB
ARNT,GALNT13,0.032138564,0.032138564,1.414580134730048e-10,9.849372445106745,9.849372445106745,PN_dev,ARNT,L4_RORB
ARNT,TRIM9,0.029070012,0.029070012,1.525314351419366e-06,5.816640643518471,5.816640643518471,PN_dev,ARNT,L4_RORB
ARNT,IGF2BP3,0.028954374,0.028954374,9.099106808610287e-09,8.041001237033877,8.041001237033877,PN_dev,ARNT,L4_RORB
ARNT,CSRP2,0.028901294,0.028901294,3.221187122743544e-17,16.49198404574396,16.49198404574396,PN_dev,ARNT,L4_RORB
ARNT2,NPTXR,0.1226396,0.1226396,7.844013664544561e-12,11.105461658447506,11.105461658447506,L2-3_CUX2,ARNT2,L4_RORB
ARNT2,IGF2BP3,-0.112034604,0.112034604,1.3634484059103344e-12,11.865361291497479,11.865361291497479,L2-3_CUX2,ARNT2,L4_RORB
ARNT2,ST6GALNAC3,0.10206758,0.10206758,3.1966576149545e-11,10.495303877303185,10.495303877303185,L2-3_CUX2,ARNT2,L4_RORB
ARNT2,CNR1,0.09747188,0.09747188,2.50448153142058e-10,9.601282166542527,9.601282166542527,L2-3_CUX2,ARNT2,L4_RORB
ARNT2,EIF1B,-0.09126454,0.09126454,3.250146509306942e-11,10.488097061559765,10.488097061559765,L2-3_CUX2,ARNT2,L4_RORB
ARNT2,GALNT14,0.08042411,0.08042411,2.3413231154648967e-11,10.63053864714062,10.63053864714062,L2-3_CUX2,ARNT2,L4_RORB
ARNT2,CECR2,0.075731464,0.075731464,2.5238642274706958e-05,4.5979340118868075,4.5979340118868075,L2-3_CUX2,ARNT2,L4_RORB
ARNT2,GALNTL6,0.068607844,0.068607844,5.625989710190626e-06,5.249801066484988,5.249801066484988,L2-3_CUX2,ARNT2,L4_RORB
ARNT2,RASGRF2,0.061792538,0.061792538,4.081028525585694e-08,7.3892303695832195,7.3892303695832195,L2-3_CUX2,ARNT2,L4_RORB
ARNT2,HSPD1,-0.060639594,0.060639594,6.266386765611363e-05,4.2029828036791645,4.2029828036791645,L2-3_CUX2,ARNT2,L4_RORB
ARNT2,CCK,0.060284793,0.060284793,1.4889128509878908e-14,13.827130721618348,13.827130721618348,L2-3_CUX2,ARNT2,L4_RORB
ARNT2,STMN1,-0.060011994,0.060011994,4.0014219453385554e-07,6.397785650353024,6.397785650353024,L2-3_CUX2,ARNT2,L4_RORB
ARNT2,KCNK2,-0.05831953,0.05831953,4.1007696148645226e-11,10.387134629104027,10.387134629104027,L2-3_CUX2,ARNT2,L4_RORB
ARNT2,THRAP3,0.056222487,0.056222487,4.201089854180647e-12,11.376638029540915,11.376638029540915,L2-3_CUX2,ARNT2,L4_RORB
ARNT2,MOB3B,0.052227028,0.052227028,9.088219603384055e-06,5.04152118742249,5.04152118742249,L2-3_CUX2,ARNT2,L4_RORB
ARNT2,PRKG2,0.049602333,0.049602333,3.2945590899042273e-07,6.4822026987131345,6.4822026987131345,L2-3_CUX2,ARNT2,L4_RORB
ARNT2,PDZRN3,0.04758124,0.04758124,0.0001209846305826106,3.917269797263038,3.917269797263038,L2-3_CUX2,ARNT2,L4_RORB
ARNT2,BMPR1B,0.0418985,0.0418985,5.5682950111498904e-08,7.254277763641665,7.254277763641665,L2-3_CUX2,ARNT2,L4_RORB
ARNT2,IGF2BP3,-0.14028837,0.14028837,5.219453929350451e-13,12.2823749314566,12.2823749314566,L4_RORB,ARNT2,L4_RORB
ARNT2,CUX2,-0.13190033,0.13190033,5.663340919533135e-08,7.24692729410091,7.24692729410091,L4_RORB,ARNT2,L4_RORB
ARNT2,STMN1,-0.116252944,0.116252944,1.160897407276058e-05,4.935206158747729,4.935206158747729,L4_RORB,ARNT2,L4_RORB
ARNT2,PDZRN3,0.110597335,0.110597335,5.068589636982876e-12,11.29511286869141,11.29511286869141,L4_RORB,ARNT2,L4_RORB
ARNT2,CCK,0.087117314,0.087117314,2.055735932942164e-11,10.687032672863278,10.687032672863278,L4_RORB,ARNT2,L4_RORB
ARNT2,MOB3B,0.08262928,0.08262928,2.77617355211498e-13,12.556553387507583,12.556553387507583,L4_RORB,ARNT2,L4_RORB
ARNT2,NPTXR,0.081972905,0.081972905,1.8482711217817478e-09,8.73323432204599,8.73323432204599,L4_RORB,ARNT2,L4_RORB
ARNT2,GALNTL6,0.07931138,0.07931138,2.9560247807294816e-06,5.5292919295164,5.5292919295164,L4_RORB,ARNT2,L4_RORB
ARNT2,ST6GALNAC3,0.07465583,0.07465583,1.7446592633102726e-05,4.7582893793143395,4.7582893793143395,L4_RORB,ARNT2,L4_RORB
ARNT2,NHS,-0.07279829,0.07279829,5.7199226210577226e-05,4.2426098462900095,4.2426098462900095,L4_RORB,ARNT2,L4_RORB
ARNT2,STARD13,0.07099378,0.07099378,2.880662915579216e-09,8.540507558265503,8.540507558265503,L4_RORB,ARNT2,L4_RORB
ARNT2,GRM4,0.053689416,0.053689416,2.0878937743117607e-11,10.680291600690742,10.680291600690742,L4_RORB,ARNT2,L4_RORB
ARNT2,CNR1,0.047610868,0.047610868,5.275527371682043e-07,6.277734119316859,6.277734119316859,L4_RORB,ARNT2,L4_RORB
ARNT2,FOXP1,-0.046661332,0.046661332,3.742238346165779e-10,9.426868555390762,9.426868555390762,L4_RORB,ARNT2,L4_RORB
ARNT2,USPL1,-0.044122253,0.044122253,3.3776336215644593e-06,5.47138746097056,5.47138746097056,L4_RORB,ARNT2,L4_RORB
