source,target,coef_mean,coef_abs,p,X.logp,score,celltype,goi,cell_type
AHR,PHACTR2,0.03962747,0.03962747,7.357558787523816e-10,9.133266259164444,9.133266259164444,L5-6_THEMIS,AHR,L2-3_CUX2
AHR,ABI3BP,0.13557553,0.13557553,5.412337202946537e-09,8.266615153534707,8.266615153534707,L5-6_TLE4,AHR,L2-3_CUX2
AHR,SAMD12,0.11289788,0.11289788,4.814338758373938e-05,4.317463354086677,4.317463354086677,L5-6_TLE4,AHR,L2-3_CUX2
AHR,CAMK2D,0.087302856,0.087302856,9.889549033327213e-10,9.00482351192182,9.00482351192182,L5-6_TLE4,AHR,L2-3_CUX2
AHR,INPP4B,0.07232374,0.07232374,3.83805369146635e-14,13.415888954106942,13.415888954106942,L5-6_TLE4,AHR,L2-3_CUX2
AHR,KIAA1217,0.059474282,0.059474282,2.5133334029904226e-05,4.599749896813408,4.599749896813408,L5-6_TLE4,AHR,L2-3_CUX2
AHR,PLCB4,0.048953358,0.048953358,8.762386961343657e-11,10.057377571579504,10.057377571579504,L5-6_TLE4,AHR,L2-3_CUX2
AHR,MCC,0.047460616,0.047460616,3.46623413220523e-10,9.46014210553135,9.46014210553135,L5-6_TLE4,AHR,L2-3_CUX2
AHR,LHFPL3,0.040664118,0.040664118,1.1204667294924205e-06,5.950601034633046,5.950601034633046,L5-6_TLE4,AHR,L2-3_CUX2
AHR,THRB,0.039726973,0.039726973,5.083241926600846e-05,4.293859220439437,4.293859220439437,L5-6_TLE4,AHR,L2-3_CUX2
AHR,FSTL5,0.038134936,0.038134936,5.722982115995898e-10,9.242377611235842,9.242377611235842,L5-6_TLE4,AHR,L2-3_CUX2
AHR,SNTG2,0.037222885,0.037222885,2.533088045363442e-05,4.596349714689926,4.596349714689926,L5-6_TLE4,AHR,L2-3_CUX2
AHR,PDZD2,0.03702158,0.03702158,2.7355407318782666e-09,8.56295681424485,8.56295681424485,L5-6_TLE4,AHR,L2-3_CUX2
AHR,UNC5C,0.19609502,0.19609502,1.0040154316095055e-12,11.998259612080092,11.998259612080092,PN_dev,AHR,L2-3_CUX2
AHR,TRHDE,0.081378475,0.081378475,6.025452646659908e-12,11.220010322269674,11.220010322269674,PN_dev,AHR,L2-3_CUX2
AHR,MAML3,0.05739976,0.05739976,1.0516643204473414e-08,7.978122860031341,7.978122860031341,PN_dev,AHR,L2-3_CUX2
AHR,SORCS3,0.056483697,0.056483697,1.8305394958045267e-10,9.737420896323604,9.737420896323604,PN_dev,AHR,L2-3_CUX2
AHR,COBL,-0.05218753,0.05218753,3.503124989789645e-07,6.455544366990746,6.455544366990746,PN_dev,AHR,L2-3_CUX2
AHR,TRPC7,0.048731677,0.048731677,2.3380919684101322e-15,14.631138409946002,14.631138409946002,PN_dev,AHR,L2-3_CUX2
AHR,SULF1,0.040358037,0.040358037,6.82003999084719e-10,9.166213078752122,9.166213078752122,PN_dev,AHR,L2-3_CUX2
AHR,FSTL5,-0.039679106,0.039679106,1.6479229870076552e-10,9.783063088208761,9.783063088208761,PN_dev,AHR,L2-3_CUX2
AHR,CACHD1,0.038985744,0.038985744,3.329829767972811e-12,11.477577968511643,11.477577968511643,PN_dev,AHR,L2-3_CUX2
AHR,GULP1,0.037003588,0.037003588,1.4225271425668235e-11,10.84693943828647,10.84693943828647,PN_dev,AHR,L2-3_CUX2
AHR,ELMO1,0.035531398,0.035531398,1.0735284121787957e-09,8.969186456966733,8.969186456966733,PN_dev,AHR,L2-3_CUX2
AHR,SASH1,0.035314657,0.035314657,4.067037338151331e-06,5.390721840460263,5.390721840460263,PN_dev,AHR,L2-3_CUX2
AHR,SAMD12,0.03477292,0.03477292,1.9735704835941458e-10,9.704747358708858,9.704747358708858,PN_dev,AHR,L2-3_CUX2
AHR,NRG1,-0.034222353,0.034222353,2.883584379564755e-08,7.540067335724147,7.540067335724147,PN_dev,AHR,L2-3_CUX2
AHR,HUNK,0.03409097,0.03409097,7.598360636527108e-07,6.119280097628258,6.119280097628258,PN_dev,AHR,L2-3_CUX2
AHR,GPR85,0.033354633,0.033354633,6.474219211523358e-08,7.188812599844906,7.188812599844906,PN_dev,AHR,L2-3_CUX2
AHR,OXR1,0.03240771,0.03240771,1.3199127555093814e-13,12.879454774137375,12.879454774137375,PN_dev,AHR,L2-3_CUX2
AHR,TOX3,-0.031483103,0.031483103,3.262795180898858e-05,4.48641018781105,4.48641018781105,PN_dev,AHR,L2-3_CUX2
AHR,KIAA1217,-0.029774807,0.029774807,2.870870698857534e-07,6.541986367251748,6.541986367251748,PN_dev,AHR,L2-3_CUX2
AHR,CNTLN,0.029415175,0.029415175,2.296458017075333e-11,10.638941489771065,10.638941489771065,PN_dev,AHR,L2-3_CUX2
AHR,ABI3BP,0.02800544,0.02800544,8.21404897639703e-08,7.085442711986924,7.085442711986924,PN_dev,AHR,L2-3_CUX2
ARNT,CSRP2,0.14658138,0.14658138,2.4306630579509218e-14,13.614275239517236,13.614275239517236,L2-3_CUX2,ARNT,L2-3_CUX2
ARNT,ARHGAP26,0.10835764,0.10835764,9.651707295667013e-14,13.01539585727757,13.01539585727757,L2-3_CUX2,ARNT,L2-3_CUX2
ARNT,MAML3,0.08256153,0.08256153,2.0131105581975103e-07,6.696132373399165,6.696132373399165,L2-3_CUX2,ARNT,L2-3_CUX2
ARNT,SLC38A2,0.08210108,0.08210108,1.4052840954135618e-14,13.85223586892751,13.85223586892751,L2-3_CUX2,ARNT,L2-3_CUX2
ARNT,TRIM9,0.0803831,0.0803831,1.05791139196661e-05,4.97555070620583,4.97555070620583,L2-3_CUX2,ARNT,L2-3_CUX2
ARNT,GALNT13,0.077812046,0.077812046,1.826730243539721e-12,11.738325580940774,11.738325580940774,L2-3_CUX2,ARNT,L2-3_CUX2
ARNT,VASH2,0.076015525,0.076015525,3.3014836187375393e-17,16.48129085326286,16.48129085326286,L2-3_CUX2,ARNT,L2-3_CUX2
ARNT,PDZD2,-0.06111702,0.06111702,5.703269030124724e-09,8.243876141733693,8.243876141733693,L2-3_CUX2,ARNT,L2-3_CUX2
ARNT,KCNAB1,0.060113963,0.060113963,2.1836111590581448e-12,11.660824694955474,11.660824694955474,L2-3_CUX2,ARNT,L2-3_CUX2
ARNT,SLC35F3,-0.059577927,0.059577927,1.7556186696720485e-06,5.75556980941032,5.75556980941032,L2-3_CUX2,ARNT,L2-3_CUX2
ARNT,ARHGAP6,0.05937468,0.05937468,5.836465050760082e-20,19.2338501107244,19.2338501107244,L2-3_CUX2,ARNT,L2-3_CUX2
ARNT,IGF2BP3,0.054776113,0.054776113,1.535357789962484e-11,10.813790403183617,10.813790403183617,L2-3_CUX2,ARNT,L2-3_CUX2
ARNT,INSIG1,0.053385485,0.053385485,1.0163407452490271e-16,15.99296066314305,15.99296066314305,L2-3_CUX2,ARNT,L2-3_CUX2
ARNT,ZNF804B,0.048103362,0.048103362,2.387114076287544e-06,5.622126826272511,5.622126826272511,L2-3_CUX2,ARNT,L2-3_CUX2
ARNT,EPB41L4B,0.0452613,0.0452613,2.1238371590400847e-05,4.672878784973546,4.672878784973546,L2-3_CUX2,ARNT,L2-3_CUX2
ARNT,ZNF385D,-0.04424051,0.04424051,6.126598442329423e-11,10.212780583842285,10.212780583842285,L2-3_CUX2,ARNT,L2-3_CUX2
ARNT,SEMA3C,0.044230264,0.044230264,1.6967545472832273e-06,5.770380978230578,5.770380978230578,L2-3_CUX2,ARNT,L2-3_CUX2
ARNT,FRMD4B,0.10083753,0.10083753,1.61572202630536e-09,8.791633354468503,8.791633354468503,L4_RORB,ARNT,L2-3_CUX2
ARNT,GALNT13,0.07198881,0.07198881,1.0178819182287311e-17,16.992302600423738,16.992302600423738,L4_RORB,ARNT,L2-3_CUX2
ARNT,TRIM9,0.061927572,0.061927572,3.7255240513210874e-10,9.428812628529364,9.428812628529364,L4_RORB,ARNT,L2-3_CUX2
ARNT,MAGI1,0.05750944,0.05750944,7.103731282743945e-07,6.148513475245891,6.148513475245891,L4_RORB,ARNT,L2-3_CUX2
ARNT,VASH2,0.052989617,0.052989617,6.197994469729235e-15,14.207748815603535,14.207748815603535,L4_RORB,ARNT,L2-3_CUX2
ARNT,INSIG1,0.050584022,0.050584022,9.405624415977442e-18,17.026612367427614,17.026612367427614,L4_RORB,ARNT,L2-3_CUX2
ARNT,KLHL32,0.043766584,0.043766584,1.1625488336048934e-12,11.934588795238268,11.934588795238268,L4_RORB,ARNT,L2-3_CUX2
ARNT,PDZD2,-0.04354961,0.04354961,1.4962646220448527e-06,5.82499159248036,5.82499159248036,L4_RORB,ARNT,L2-3_CUX2
ARNT,SEMA3C,0.042376954,0.042376954,5.7360872795539874e-08,7.241384249121934,7.241384249121934,L4_RORB,ARNT,L2-3_CUX2
ARNT,CSRP2,0.093931414,0.093931414,6.151965862626655e-19,18.21098608310812,18.21098608310812,L5-6_THEMIS,ARNT,L2-3_CUX2
ARNT,GALNT13,0.07386484,0.07386484,4.837039540558952e-11,10.3154203624407,10.3154203624407,L5-6_THEMIS,ARNT,L2-3_CUX2
ARNT,MAGI1,0.068237916,0.068237916,1.6211568041443664e-06,5.790174976588171,5.790174976588171,L5-6_THEMIS,ARNT,L2-3_CUX2
ARNT,SEMA3C,0.051964637,0.051964637,1.801924377800017e-06,5.744263439213396,5.744263439213396,L5-6_THEMIS,ARNT,L2-3_CUX2
ARNT,ZNF804B,0.05073527,0.05073527,1.442586087132462e-08,7.84085826063253,7.84085826063253,L5-6_THEMIS,ARNT,L2-3_CUX2
ARNT,ST6GALNAC3,0.048463847,0.048463847,2.5753046390769664e-07,6.589171389828785,6.589171389828785,L5-6_THEMIS,ARNT,L2-3_CUX2
ARNT,FRMD4B,0.04733845,0.04733845,2.5298105063960354e-06,5.596912008116136,5.596912008116136,L5-6_THEMIS,ARNT,L2-3_CUX2
ARNT,INSIG1,0.04218518,0.04218518,1.3849151263770405e-13,12.858576841238929,12.858576841238929,L5-6_THEMIS,ARNT,L2-3_CUX2
ARNT,UNC5D,0.041224636,0.041224636,2.663369465062139e-05,4.574568583651978,4.574568583651978,L5-6_THEMIS,ARNT,L2-3_CUX2
ARNT,MAML3,0.03871211,0.03871211,6.816967864845185e-07,6.166408753258887,6.166408753258887,L5-6_THEMIS,ARNT,L2-3_CUX2
ARNT,SLC38A2,0.03661362,0.03661362,1.1636686120643212e-12,11.934170679860143,11.934170679860143,L5-6_THEMIS,ARNT,L2-3_CUX2
ARNT,VASH2,0.03614901,0.03614901,9.506407500153845e-13,12.02198357324397,12.02198357324397,L5-6_THEMIS,ARNT,L2-3_CUX2
ARNT,CSRP2,0.10152665,0.10152665,1.8234402387816434e-11,10.739108465633812,10.739108465633812,L5-6_TLE4,ARNT,L2-3_CUX2
ARNT,SLC35F3,0.072963096,0.072963096,1.514506046070919e-08,7.819728988577414,7.819728988577414,L5-6_TLE4,ARNT,L2-3_CUX2
ARNT,FRMD4B,0.06781055,0.06781055,4.956687223046535e-08,7.304808485087318,7.304808485087318,L5-6_TLE4,ARNT,L2-3_CUX2
ARNT,BCL11B,-0.06207048,0.06207048,2.5518610241565503e-05,4.593142981238266,4.593142981238266,L5-6_TLE4,ARNT,L2-3_CUX2
ARNT,SLC38A2,0.0617824,0.0617824,6.474883987364979e-15,14.188768008574678,14.188768008574678,L5-6_TLE4,ARNT,L2-3_CUX2
ARNT,MAGI1,0.054669924,0.054669924,1.4223986928083238e-06,5.846978655492529,5.846978655492529,L5-6_TLE4,ARNT,L2-3_CUX2
ARNT,SULF1,0.054302875,0.054302875,1.4378435847878622e-10,9.842288355926895,9.842288355926895,L5-6_TLE4,ARNT,L2-3_CUX2
ARNT,ARHGAP6,0.04769892,0.04769892,4.6419728650809014e-14,13.333297402566028,13.333297402566028,L5-6_TLE4,ARNT,L2-3_CUX2
ARNT,TRIM9,0.043707017,0.043707017,1.616591330423898e-10,9.79139975459794,9.79139975459794,L5-6_TLE4,ARNT,L2-3_CUX2
ARNT,ENC1,-0.039825663,0.039825663,1.5980442297289274e-11,10.79641120470827,10.79641120470827,L5-6_TLE4,ARNT,L2-3_CUX2
ARNT,PDZD2,0.039258957,0.039258957,1.3821507057928324e-11,10.859444600141408,10.859444600141408,L5-6_TLE4,ARNT,L2-3_CUX2
ARNT,ZNF804B,0.03705221,0.03705221,1.0616075664643855e-05,4.974035994757393,4.974035994757393,L5-6_TLE4,ARNT,L2-3_CUX2
ARNT,MAGI1,0.107968174,0.107968174,6.191705373055787e-14,13.208189717360751,13.208189717360751,PN_dev,ARNT,L2-3_CUX2
ARNT,ZNF804B,0.06828216,0.06828216,7.769302755231905e-17,16.1096179545765,16.1096179545765,PN_dev,ARNT,L2-3_CUX2
ARNT,OPCML,0.06517391,0.06517391,2.0389126783562673e-08,7.690601373594148,7.690601373594148,PN_dev,ARNT,L2-3_CUX2
ARNT,CSRP2,0.06514582,0.06514582,3.4652257244358237e-15,14.460268470234288,14.460268470234288,PN_dev,ARNT,L2-3_CUX2
ARNT,ST6GALNAC3,0.045791432,0.045791432,4.606872926063299e-09,8.336593766968209,8.336593766968209,PN_dev,ARNT,L2-3_CUX2
ARNT,SLC38A2,0.04435346,0.04435346,8.059791546300899e-17,16.09367619038622,16.09367619038622,PN_dev,ARNT,L2-3_CUX2
ARNT,ARHGAP6,0.04290889,0.04290889,2.4577961112920963e-15,14.609454147248362,14.609454147248362,PN_dev,ARNT,L2-3_CUX2
ARNT,IGF2BP2,0.041270126,0.041270126,7.985067702210496e-16,15.097721397299852,15.097721397299852,PN_dev,ARNT,L2-3_CUX2
ARNT,NTRK2,0.0375818,0.0375818,9.881804553636359e-12,11.005163740015176,11.005163740015176,PN_dev,ARNT,L2-3_CUX2
ARNT,GALNT13,0.03671446,0.03671446,3.4174079449341844e-10,9.466303175237263,9.466303175237263,PN_dev,ARNT,L2-3_CUX2
ARNT,BCL11B,0.035223827,0.035223827,1.1690463174202937e-06,5.932168281822284,5.932168281822284,PN_dev,ARNT,L2-3_CUX2
ARNT,KCNAB1,0.03242502,0.03242502,2.3170055673161638e-10,9.635072922683143,9.635072922683143,PN_dev,ARNT,L2-3_CUX2
ARNT,SEMA3C,0.030884832,0.030884832,6.06020295730466e-07,6.217512830988583,6.217512830988583,PN_dev,ARNT,L2-3_CUX2
ARNT,TRIM9,0.029070012,0.029070012,1.525314351419366e-06,5.816640643518471,5.816640643518471,PN_dev,ARNT,L2-3_CUX2
ARNT,ASTN2,0.02805297,0.02805297,6.162907131726315e-10,9.210214376563124,9.210214376563124,PN_dev,ARNT,L2-3_CUX2
ARNT,FOXP1,0.027594853,0.027594853,5.324173617106334e-06,5.2737477909656105,5.2737477909656105,PN_dev,ARNT,L2-3_CUX2
ARNT,IGF2BP3,0.026600135,0.026600135,3.524994187915433e-11,10.45284159474587,10.45284159474587,PN_dev,ARNT,L2-3_CUX2
ARNT2,RASGRF2,0.21636802,0.21636802,5.196115375131384e-12,11.28432121436833,11.28432121436833,L2-3_CUX2,ARNT2,L2-3_CUX2
ARNT2,KIAA1217,0.14304344,0.14304344,8.874825820080467e-09,8.051840161779372,8.051840161779372,L2-3_CUX2,ARNT2,L2-3_CUX2
ARNT2,NPTXR,0.11721456,0.11721456,5.160735633615903e-12,11.287288387743164,11.287288387743164,L2-3_CUX2,ARNT2,L2-3_CUX2
ARNT2,IGF2BP3,-0.11231674,0.11231674,1.5659843412878794e-13,12.805212584887443,12.805212584887443,L2-3_CUX2,ARNT2,L2-3_CUX2
ARNT2,ST6GALNAC3,0.11136524,0.11136524,1.1532824045444538e-12,11.938064333886718,11.938064333886718,L2-3_CUX2,ARNT2,L2-3_CUX2
ARNT2,GALNT14,0.09872403,0.09872403,2.4457699353848167e-17,16.611584397868853,16.611584397868853,L2-3_CUX2,ARNT2,L2-3_CUX2
ARNT2,THRAP3,0.0902607,0.0902607,1.125364731937571e-14,13.948706699422745,13.948706699422745,L2-3_CUX2,ARNT2,L2-3_CUX2
ARNT2,PRKG2,0.07951398,0.07951398,4.2504249921259146e-13,12.371567643477373,12.371567643477373,L2-3_CUX2,ARNT2,L2-3_CUX2
ARNT2,GALNTL6,0.07755132,0.07755132,9.798925291981926e-07,6.008821553425472,6.008821553425472,L2-3_CUX2,ARNT2,L2-3_CUX2
ARNT2,EIF1B,-0.077294305,0.077294305,5.527720731231408e-09,8.25745390629031,8.25745390629031,L2-3_CUX2,ARNT2,L2-3_CUX2
ARNT2,CNR1,0.07555068,0.07555068,5.852324363856855e-10,9.232671611198596,9.232671611198596,L2-3_CUX2,ARNT2,L2-3_CUX2
ARNT2,KCNK2,-0.06446754,0.06446754,8.295254734279743e-12,11.081170272931557,11.081170272931557,L2-3_CUX2,ARNT2,L2-3_CUX2
ARNT2,CCK,0.058857348,0.058857348,2.6439941003406488e-14,13.577739518245535,13.577739518245535,L2-3_CUX2,ARNT2,L2-3_CUX2
ARNT2,STMN1,-0.055295844,0.055295844,4.2385601448378534e-13,12.372781649858124,12.372781649858124,L2-3_CUX2,ARNT2,L2-3_CUX2
ARNT2,PDZRN3,0.055045605,0.055045605,1.4789944225317503e-07,6.83003346377745,6.83003346377745,L2-3_CUX2,ARNT2,L2-3_CUX2
ARNT2,KIF26B,0.05406126,0.05406126,1.7343399727059852e-06,5.760865766261227,5.760865766261227,L2-3_CUX2,ARNT2,L2-3_CUX2
ARNT2,BMPR1B,0.052189194,0.052189194,1.1660314614629843e-08,7.933289731433409,7.933289731433409,L2-3_CUX2,ARNT2,L2-3_CUX2
ARNT2,INSIG1,-0.046384856,0.046384856,2.4652751868364214e-17,16.608134595472343,16.608134595472343,L2-3_CUX2,ARNT2,L2-3_CUX2
ARNT2,HSPD1,-0.044513308,0.044513308,0.00020009918848353824,3.6987546726723144,3.6987546726723144,L2-3_CUX2,ARNT2,L2-3_CUX2
ARNT2,CUX2,-0.13190033,0.13190033,5.663340919533135e-08,7.24692729410091,7.24692729410091,L4_RORB,ARNT2,L2-3_CUX2
ARNT2,IGF2BP3,-0.13014284,0.13014284,6.511756222879866e-15,14.186301866263785,14.186301866263785,L4_RORB,ARNT2,L2-3_CUX2
ARNT2,STMN1,-0.112438895,0.112438895,5.220709457171777e-10,9.28227047546542,9.28227047546542,L4_RORB,ARNT2,L2-3_CUX2
ARNT2,PDZRN3,0.107099,0.107099,6.975104214602546e-16,15.15644929923878,15.15644929923878,L4_RORB,ARNT2,L2-3_CUX2
ARNT2,CCK,0.09598998,0.09598998,4.390236780262653e-10,9.357512056161433,9.357512056161433,L4_RORB,ARNT2,L2-3_CUX2
ARNT2,RASGRF2,0.09041885,0.09041885,3.3812645027661963e-06,5.470920854789186,5.470920854789186,L4_RORB,ARNT2,L2-3_CUX2
ARNT2,NHS,-0.079808,0.079808,2.693834617175174e-06,5.569629070473818,5.569629070473818,L4_RORB,ARNT2,L2-3_CUX2
ARNT2,NPTXR,0.07884086,0.07884086,1.8970948213313124e-10,9.721910961493103,9.721910961493103,L4_RORB,ARNT2,L2-3_CUX2
ARNT2,GALNTL6,0.07862152,0.07862152,4.910932626595114e-06,5.308836023941839,5.308836023941839,L4_RORB,ARNT2,L2-3_CUX2
ARNT2,GRM4,0.077676155,0.077676155,1.6276116909216226e-12,11.788449199327161,11.788449199327161,L4_RORB,ARNT2,L2-3_CUX2
ARNT2,DPY19L1,0.07424351,0.07424351,7.118492600997201e-15,14.147611962034258,14.147611962034258,L4_RORB,ARNT2,L2-3_CUX2
ARNT2,CNR1,0.055207618,0.055207618,3.6995614561800914e-08,7.431849753892181,7.431849753892181,L4_RORB,ARNT2,L2-3_CUX2
ARNT2,USPL1,-0.04617306,0.04617306,7.137441391498697e-05,4.146457444904164,4.146457444904164,L4_RORB,ARNT2,L2-3_CUX2
ARNT2,DAB1,0.045438748,0.045438748,0.00047682575201781526,3.3216402976108936,3.3216402976108936,L4_RORB,ARNT2,L2-3_CUX2
ARNT2,KIAA1217,0.36557272,0.36557272,1.6846729228437569e-15,14.773484404343042,14.773484404343042,L5-6_THEMIS,ARNT2,L2-3_CUX2
ARNT2,GALNTL6,0.26064813,0.26064813,8.201293271230885e-21,20.086117657826964,20.086117657826964,L5-6_THEMIS,ARNT2,L2-3_CUX2
ARNT2,RASGRF2,0.15515217,0.15515217,4.273988473842423e-10,9.369166653382381,9.369166653382381,L5-6_THEMIS,ARNT2,L2-3_CUX2
ARNT2,CNR1,0.11896806,0.11896806,9.46017537764933e-17,16.024100812346692,16.024100812346692,L5-6_THEMIS,ARNT2,L2-3_CUX2
ARNT2,ST6GALNAC3,0.085285604,0.085285604,2.462064661341819e-07,6.60870054535467,6.60870054535467,L5-6_THEMIS,ARNT2,L2-3_CUX2
ARNT2,CUX2,0.07967232,0.07967232,2.545013478533075e-14,13.594309913273376,13.594309913273376,L5-6_THEMIS,ARNT2,L2-3_CUX2
ARNT2,CAMK2D,0.056366254,0.056366254,1.928773945430125e-06,5.714718669196525,5.714718669196525,L5-6_THEMIS,ARNT2,L2-3_CUX2
ARNT2,GALNT14,0.055510014,0.055510014,9.510904626427658e-16,15.021778173327458,15.021778173327458,L5-6_THEMIS,ARNT2,L2-3_CUX2
ARNT2,CCK,0.053377476,0.053377476,1.4295176941279352e-07,6.8448104647099335,6.8448104647099335,L5-6_THEMIS,ARNT2,L2-3_CUX2
